age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,depression_label
14,male,3.5,Both,8.7,1.5,4,2.1,medium,1,1,5,0
18,female,6.9,Instagram,6.8,1.8,3.03,1.3,low,5,5,6,1
15,female,4,Instagram,6.8,1.5,4,2.1,medium,1,1,5,1
18,female,4.7,Both,8.1,2.4,4,2,low,5,3,6,0
14,female,4.2,Both,8.1,2,4,2.3,low,3,2,5,0
15,male,4.9,Both,7.4,2.2,3.62,1.7,high,5,3,4,0
14,male,1.5,Both,7.7,1,4,2.2,medium,1,1,1,0
14,female,3.7,TikTok,7.5,1.6,3.68,1.2,medium,4,2,4,1
15,female,4.3,Instagram,7.4,1.5,3.7,2.2,low,5,5,4,1
14,female,2.6,TikTok,7.8,1.6,4,2.1,high,1,1,4,0
15,female,5.2,Instagram,7.7,2.3,3.87,2.1,medium,4,3,6,0
19,female,5.3,TikTok,7.4,2.3,4,1.8,low,4,3,8,0
17,male,4.7,Both,6.7,1.6,4,2.3,medium,1,1,3,0
13,female,2.3,TikTok,9.4,0.1,4,2.7,high,2,1,1,0
18,female,5,TikTok,6.9,2.5,3.69,1.7,medium,5,4,6,0
19,female,4.2,TikTok,7.9,1.5,4,1.9,medium,2,2,4,0
19,male,3.8,Instagram,8.6,1.2,4,1.6,medium,4,1,4,0
13,female,4.4,Both,6.4,2.2,4,1.4,low,1,3,6,0
15,male,2.5,Both,7.9,1.1,4,2.2,medium,1,1,4,0
14,female,1.8,Both,7.5,1.6,4,2.4,medium,2,2,1,1
17,female,1.9,Instagram,6.9,1.4,4,1.7,medium,3,3,2,0
15,female,2.7,TikTok,7.8,1.7,4,1.7,low,2,1,4,0
15,female,1.9,TikTok,10,0.4,4,1.6,medium,2,1,3,0
17,male,6.5,TikTok,5.1,3.1,3.35,1.8,low,5,4,9,1
13,female,3.7,Both,7.4,1.7,4,2,medium,4,1,5,0
15,female,2.7,TikTok,8.3,1.1,3.91,1.1,medium,2,3,3,0
13,female,5.2,TikTok,7,2.1,4,2.5,medium,4,2,5,1
16,male,5.2,TikTok,7.4,1.2,4,1.8,medium,3,2,4,0
19,female,5.1,Instagram,6.1,2.2,3.48,2.2,low,6,4,4,1
13,female,1,Both,8.8,0.3,4,1.2,high,1,1,3,0
13,female,5.2,TikTok,6.9,1.4,3.41,2.2,medium,6,4,6,0
16,female,2.3,Both,7.1,0.4,4,2.2,medium,2,2,1,0
19,male,3.5,Instagram,7.9,2.1,4,2.3,high,1,1,3,0
15,female,4.7,TikTok,7.9,1.6,4,1.3,high,5,3,6,0
18,female,7.9,Both,5.7,3.6,3.51,1.9,medium,5,4,8,0
17,female,6.2,Both,6.9,2.1,3.15,1.2,low,5,6,7,1
13,male,3.2,TikTok,8.8,0.6,4,2,high,3,2,4,0
16,male,4.7,TikTok,7.6,1.4,4,2.6,medium,3,3,6,0
18,male,6,Instagram,6.9,2.9,3.98,2.5,high,3,3,6,0
16,male,4.9,TikTok,6.9,1.9,3.86,2.1,high,4,3,5,0
14,female,3.3,TikTok,8.6,1.2,4,1.4,high,2,1,3,0
18,female,5.1,Both,7.2,2.1,3.85,2.1,medium,4,3,5,0
17,male,4.4,TikTok,7.2,2.1,3.65,2.1,high,1,2,2,0
13,male,1.6,Both,7.1,1.5,4,1,high,3,3,3,0
17,female,4.2,Both,7,2.5,4,2.2,medium,2,2,5,0
13,male,1,Instagram,8,0.6,3.92,2.1,low,3,3,1,0
15,male,3.4,TikTok,7.6,0.9,4,2.7,medium,3,1,3,0
19,female,4.3,Instagram,6.9,1.6,3.59,1.3,medium,4,3,5,0
16,male,2.7,TikTok,7.1,1.4,3.89,0.5,medium,4,2,4,1
13,female,2.7,Instagram,9.4,0.8,4,2,medium,1,1,3,0
18,male,6.7,Instagram,7.6,2,3.24,2.3,low,6,4,6,0
15,male,4.6,TikTok,8.2,2.1,3.37,1.3,low,5,4,5,0
19,female,3.6,Both,6.8,1.6,4,1.3,medium,4,2,5,0
19,male,4.3,Both,7.3,1.8,4,3.5,high,5,3,4,0
19,male,6.6,TikTok,6,2.1,3.23,1.9,medium,4,4,5,1
18,male,3.8,Both,7.1,1.5,4,2.5,high,2,1,6,0
18,male,4.7,Instagram,6.9,1.4,3.97,1.8,medium,4,5,5,0
17,female,5.2,Instagram,7.5,2.5,3.25,0.8,low,4,3,5,1
14,female,1.8,TikTok,7.5,1.6,4,1.8,medium,2,1,2,0
17,female,4.6,Instagram,8.4,1,4,1.7,medium,4,3,5,0
19,male,3.9,TikTok,8.1,1.2,4,1.9,medium,3,2,4,0
13,male,1.8,TikTok,9.9,0.3,4,2.1,medium,1,1,4,0
13,female,2.9,Instagram,7.1,1,4,2,medium,3,3,3,0
17,male,2.6,Both,8.6,1.2,4,2,medium,3,2,2,0
18,female,5.5,Instagram,8,1.4,3.81,1.2,medium,4,3,6,0
16,male,4,Both,7.1,1.2,3.79,2.4,low,4,3,5,0
14,female,3.7,Both,8.4,1.1,4,0.9,medium,1,1,4,0
15,male,3.8,Both,7.6,1.7,3.99,1.1,medium,4,5,5,1
16,female,5.6,TikTok,6.7,2.2,4,2.2,high,2,1,6,0
